% E (S.C.E.) / V		C / μF cm²

-1.5			25.0
-1.45			25.0
-1.40			25.0
-1.35			28.15
-1.30			30
-1.25			35
-1.20			40
-1.15			45.00
-1.10			47.5
-1.05			42.5
-1.00			27.5
-0.95			17.5
-0.925			15.625
-0.90			16.25
-0.85			25.625
-0.80			36.875
-0.75			46.25
-0.70			48.75
-0.65			47.5
-0.60			43.75
-0.55			40.625
-0.5			37.5
-0.45			36.875
