% E (S.C.E.) / V		C / μF cm²

-1.5			25.0
-1.45			25.0
-1.40			25.0
-1.35			26.875
-1.30			30
-1.25			33.75
-1.20			38.75
-1.15			43.75
-1.10			47.5
-1.05			48.75
-1.00			37.5
-0.95			28.75
-0.925			26.25
-0.90			26.875
-0.85			36.25
-0.80			45.625
-0.75			48.75
-0.70			48.75
-0.65			46.875
-0.60			43.75
-0.55			40.625
-0.50			37.5
-0.45			37.5
